Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,1977,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,0
Sri Lanka,LKA,1976,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,0
Sri Lanka,LKA,1975,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,0
Sri Lanka,LKA,2023,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.040226117
Sri Lanka,LKA,2022,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.020410843
Sri Lanka,LKA,2021,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.019682709
Sri Lanka,LKA,2020,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.017250347
Sri Lanka,LKA,2019,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.08690985
Sri Lanka,LKA,2018,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.071810552
Sri Lanka,LKA,2017,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.076069334
Sri Lanka,LKA,2016,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.269062602
Sri Lanka,LKA,2015,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.062234825
Sri Lanka,LKA,2014,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.080969969
Sri Lanka,LKA,2013,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.084510183
Sri Lanka,LKA,2012,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.090742617
Sri Lanka,LKA,2011,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.088556593
Sri Lanka,LKA,2010,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.072480871
Sri Lanka,LKA,2009,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.047544082
Sri Lanka,LKA,2008,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.15154557
Sri Lanka,LKA,2007,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.170014201
Sri Lanka,LKA,2006,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.103607513
Sri Lanka,LKA,2005,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.157339707
Sri Lanka,LKA,2004,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.028021743
Sri Lanka,LKA,2003,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.144636899
Sri Lanka,LKA,2002,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.069240621
Sri Lanka,LKA,2001,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,6.35E-06
Sri Lanka,LKA,2000,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.012246787
Sri Lanka,LKA,1999,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.153292651
Sri Lanka,LKA,1998,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.082304668
Sri Lanka,LKA,1997,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.033130324
Sri Lanka,LKA,1996,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.049784287
Sri Lanka,LKA,1995,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.042953184
Sri Lanka,LKA,1994,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.070449626
Sri Lanka,LKA,1993,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.066718061
Sri Lanka,LKA,1992,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.016751547
Sri Lanka,LKA,1991,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.050259402
Sri Lanka,LKA,1990,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.010238698
Sri Lanka,LKA,1989,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.029194528
Sri Lanka,LKA,1988,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.030076922
Sri Lanka,LKA,1987,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.019998487
Sri Lanka,LKA,1986,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.008356431
Sri Lanka,LKA,1985,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.022803641
Sri Lanka,LKA,1984,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1983,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1982,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1981,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1980,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1979,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1978,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1977,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1976,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,1975,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Sri Lanka,LKA,2023,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,400776114.3
Sri Lanka,LKA,2022,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,364930002.3
Sri Lanka,LKA,2021,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,343600000
Sri Lanka,LKA,2020,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,1042200001
Sri Lanka,LKA,2019,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,1090540000
Sri Lanka,LKA,2018,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,962280000
Sri Lanka,LKA,2017,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,944429998
Sri Lanka,LKA,2016,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,895080001
Sri Lanka,LKA,2015,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,896280000.2
Sri Lanka,LKA,2014,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,887060001.1
Sri Lanka,LKA,2013,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,854400005.9
Sri Lanka,LKA,2012,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,680120989.5
Sri Lanka,LKA,2011,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,580970000
Sri Lanka,LKA,2010,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,526140000
Sri Lanka,LKA,2009,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,420300000
Sri Lanka,LKA,2008,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,372900000
Sri Lanka,LKA,2007,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,304550000
Sri Lanka,LKA,2006,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,274200000
Sri Lanka,LKA,2005,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,249350000
Sri Lanka,LKA,2004,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,229550000
Sri Lanka,LKA,2003,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,223690000
Sri Lanka,LKA,2002,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,203680000
Sri Lanka,LKA,2001,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,188270000
Sri Lanka,LKA,2000,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,14033983.32
Sri Lanka,LKA,1999,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,13507477.26
Sri Lanka,LKA,1998,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,13356026.39
Sri Lanka,LKA,1997,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,13253602.08
Sri Lanka,LKA,1996,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,12364707.58
Sri Lanka,LKA,1995,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,12638366.86
Sri Lanka,LKA,2023,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-677892709.9
Sri Lanka,LKA,2022,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-869016898.2
Sri Lanka,LKA,2021,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-574849254.6
Sri Lanka,LKA,2020,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-419532884.7
Sri Lanka,LKA,2019,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-666103447.7
Sri Lanka,LKA,2018,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-1546187439
Sri Lanka,LKA,2017,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-1300931667
Sri Lanka,LKA,2016,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-660241239.1
Sri Lanka,LKA,2015,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-626668319.8
Sri Lanka,LKA,2014,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-826805650.5
Sri Lanka,LKA,2013,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-867477987.8
Sri Lanka,LKA,2012,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-877190942.7
Sri Lanka,LKA,2011,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-895920000
Sri Lanka,LKA,2010,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-435059000
Sri Lanka,LKA,2009,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-384000000
Sri Lanka,LKA,2008,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-690500000
Sri Lanka,LKA,2007,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-548000000
Sri Lanka,LKA,2006,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-450400000
Sri Lanka,LKA,2005,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-234000000
Sri Lanka,LKA,2004,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-227010000
Sri Lanka,LKA,2003,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-201410000
Sri Lanka,LKA,2002,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-185050000
Sri Lanka,LKA,2001,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-171790000
Sri Lanka,LKA,2000,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-172941409.8
Sri Lanka,LKA,1999,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-176410171.3
Sri Lanka,LKA,1998,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-193424023.1
Sri Lanka,LKA,1997,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-430056151.8
Sri Lanka,LKA,1996,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-119874349.7
Sri Lanka,LKA,1995,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-55995587.57
Sri Lanka,LKA,1994,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-158157931.7
Sri Lanka,LKA,1993,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-187581303.6
Sri Lanka,LKA,1992,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-121000438.6
Sri Lanka,LKA,1991,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-43825645.32
Sri Lanka,LKA,1990,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-42532691.03
Sri Lanka,LKA,1989,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-17701413.24
Sri Lanka,LKA,1988,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-43623649.24
Sri Lanka,LKA,1987,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-58167869.59
Sri Lanka,LKA,1986,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-29187872.88
Sri Lanka,LKA,1985,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-24798773.4
Sri Lanka,LKA,1984,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-32612391.05
Sri Lanka,LKA,1983,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-37778897.5
Sri Lanka,LKA,1982,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-63567608.83
Sri Lanka,LKA,1981,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-49264554.42
Sri Lanka,LKA,1980,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-43010507.24
Sri Lanka,LKA,1979,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-46911742.09
Sri Lanka,LKA,1978,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-1474392.373
Sri Lanka,LKA,1977,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,1218567.211
Sri Lanka,LKA,1975,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-142711.034
Sri Lanka,LKA,2023,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-757405383.7
Sri Lanka,LKA,2022,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-369632420.4
Sri Lanka,LKA,2021,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,1547407099
Sri Lanka,LKA,2020,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,2383098883
Sri Lanka,LKA,2019,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-2313081133
Sri Lanka,LKA,2018,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-129138167.1
Sri Lanka,LKA,2017,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-1771579444
Sri Lanka,LKA,2016,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-992996066.7
Sri Lanka,LKA,2015,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-686421471.8
Sri Lanka,LKA,2014,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-2065257521
Sri Lanka,LKA,2013,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-2068434452
Sri Lanka,LKA,2012,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-2126064745
Sri Lanka,LKA,2011,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-1061602444
Sri Lanka,LKA,2010,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-1301460000
Sri Lanka,LKA,2009,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-1862700000
Sri Lanka,LKA,2008,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,153300000
Sri Lanka,LKA,2007,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-973590000
Sri Lanka,LKA,2006,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-51000000
Sri Lanka,LKA,2005,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-60400000
Sri Lanka,LKA,2004,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-10910000
Sri Lanka,LKA,2003,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-1620000
Sri Lanka,LKA,2002,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-25350000
Sri Lanka,LKA,2001,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,11070000
Sri Lanka,LKA,2000,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,44298611.89
Sri Lanka,LKA,1999,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,12827031.29
Sri Lanka,LKA,1998,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,24002822.34
Sri Lanka,LKA,1997,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-13095752.38
Sri Lanka,LKA,1996,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-6650998.525
Sri Lanka,LKA,1995,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,2032389.444
Sri Lanka,LKA,1994,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-27030926.4
Sri Lanka,LKA,1993,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-67192040.1
Sri Lanka,LKA,1992,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-25679876.02
Sri Lanka,LKA,1991,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-32060374.4
Sri Lanka,LKA,1978,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-509891.7083
Sri Lanka,LKA,1977,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-26846.3124
Sri Lanka,LKA,1976,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-475511.1746
Sri Lanka,LKA,1975,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-10560616.51
Sri Lanka,LKA,2023,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,711826200.5
Sri Lanka,LKA,2022,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,884150491.4
Sri Lanka,LKA,2021,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,592289969.9
Sri Lanka,LKA,2020,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,434075668.5
Sri Lanka,LKA,2019,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,743466231.5
Sri Lanka,LKA,2018,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1614044009
Sri Lanka,LKA,2017,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1372723043
Sri Lanka,LKA,2016,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,897049375.9
Sri Lanka,LKA,2015,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,679655644.2
Sri Lanka,LKA,2014,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,893628980.3
Sri Lanka,LKA,2013,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,932551317.6
Sri Lanka,LKA,2012,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,941116591.2
Sri Lanka,LKA,2011,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,955920000
Sri Lanka,LKA,2010,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,477559000
Sri Lanka,LKA,2009,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,404000000
Sri Lanka,LKA,2008,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,752200000
Sri Lanka,LKA,2007,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,603000000
Sri Lanka,LKA,2006,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,479700000
Sri Lanka,LKA,2005,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,272400000
Sri Lanka,LKA,2004,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,232800000
Sri Lanka,LKA,2003,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,228720000
Sri Lanka,LKA,2002,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,196500000
Sri Lanka,LKA,2001,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,171790000
Sri Lanka,LKA,2000,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,172941409.8
